Launching => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.1', 'from_cache': 'mont.json', 'agent': 'Degree_V2_noisy', 'trial_id': '0'}
Launching => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.8', 'from_cache': 'mont.json', 'agent': 'DegGreedy_private_V2', 'trial_id': '0'}
Finished => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.7', 'from_cache': 'mont.json', 'agent': 'Degree_V2_noisy', 'trial_id': '2'}
Launching => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.8', 'from_cache': 'mont.json', 'agent': 'DegGreedy_private_V2', 'trial_id': '1'}
Finished => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.7', 'from_cache': 'mont.json', 'agent': 'Degree_V2_noisy', 'trial_id': '0'}
Launching => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.8', 'from_cache': 'mont.json', 'agent': 'DegGreedy_private_V2', 'trial_id': '2'}
Finished => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.7', 'from_cache': 'mont.json', 'agent': 'Degree_V2_noisy', 'trial_id': '1'}
Launching => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.8', 'from_cache': 'mont.json', 'agent': 'DegGreedy_private_V2', 'trial_id': '3'}
Finished => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.7', 'from_cache': 'mont.json', 'agent': 'Degree_V2_noisy', 'trial_id': '4'}
Launching => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.8', 'from_cache': 'mont.json', 'agent': 'DegGreedy_private_V2', 'trial_id': '4'}
Finished => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.7', 'from_cache': 'mont.json', 'agent': 'Degree_V2_noisy', 'trial_id': '6'}
Finished => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.7', 'from_cache': 'mont.json', 'agent': 'Degree_V2_noisy', 'trial_id': '8'}
Finished => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.7', 'from_cache': 'mont.json', 'agent': 'Degree_V2_noisy', 'trial_id': '5'}
Launching => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.8', 'from_cache': 'mont.json', 'agent': 'DegGreedy_private_V2', 'trial_id': '5'}
Launching => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.8', 'from_cache': 'mont.json', 'agent': 'DegGreedy_private_V2', 'trial_id': '6'}
Launching => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.8', 'from_cache': 'mont.json', 'agent': 'DegGreedy_private_V2', 'trial_id': '7'}
Finished => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.7', 'from_cache': 'mont.json', 'agent': 'Degree_V2_noisy', 'trial_id': '7'}
Launching => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.8', 'from_cache': 'mont.json', 'agent': 'DegGreedy_private_V2', 'trial_id': '8'}
Finished => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.6', 'from_cache': 'mont.json', 'agent': 'DegGreedy_private_V2', 'trial_id': '7'}
Launching => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.8', 'from_cache': 'mont.json', 'agent': 'DegGreedy_private_V2', 'trial_id': '9'}
Finished => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.6', 'from_cache': 'mont.json', 'agent': 'DegGreedy_private_V2', 'trial_id': '4'}
Launching => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.9', 'from_cache': 'mont.json', 'agent': 'Degree_V2_noisy', 'trial_id': '0'}
Finished => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.6', 'from_cache': 'mont.json', 'agent': 'DegGreedy_private_V2', 'trial_id': '6'}
Launching => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.9', 'from_cache': 'mont.json', 'agent': 'Degree_V2_noisy', 'trial_id': '1'}
Finished => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.7', 'from_cache': 'mont.json', 'agent': 'Degree_V2_noisy', 'trial_id': '9'}
Launching => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.9', 'from_cache': 'mont.json', 'agent': 'Degree_V2_noisy', 'trial_id': '2'}
Finished => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.6', 'from_cache': 'mont.json', 'agent': 'DegGreedy_private_V2', 'trial_id': '0'}
Launching => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.9', 'from_cache': 'mont.json', 'agent': 'Degree_V2_noisy', 'trial_id': '3'}
Finished => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.6', 'from_cache': 'mont.json', 'agent': 'DegGreedy_private_V2', 'trial_id': '1'}
Launching => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.9', 'from_cache': 'mont.json', 'agent': 'Degree_V2_noisy', 'trial_id': '4'}
Finished => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.6', 'from_cache': 'mont.json', 'agent': 'DegGreedy_private_V2', 'trial_id': '2'}
Finished => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.6', 'from_cache': 'mont.json', 'agent': 'DegGreedy_private_V2', 'trial_id': '3'}
Launching => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.9', 'from_cache': 'mont.json', 'agent': 'Degree_V2_noisy', 'trial_id': '5'}
Launching => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.9', 'from_cache': 'mont.json', 'agent': 'Degree_V2_noisy', 'trial_id': '6'}
Finished => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.6', 'from_cache': 'mont.json', 'agent': 'DegGreedy_private_V2', 'trial_id': '5'}
Launching => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.9', 'from_cache': 'mont.json', 'agent': 'Degree_V2_noisy', 'trial_id': '7'}
Finished => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.8', 'from_cache': 'mont.json', 'agent': 'Degree_V2_noisy', 'trial_id': '1'}
Finished => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.8', 'from_cache': 'mont.json', 'agent': 'Degree_V2_noisy', 'trial_id': '5'}
Launching => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.9', 'from_cache': 'mont.json', 'agent': 'Degree_V2_noisy', 'trial_id': '8'}
Launching => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.9', 'from_cache': 'mont.json', 'agent': 'Degree_V2_noisy', 'trial_id': '9'}
Finished => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.6', 'from_cache': 'mont.json', 'agent': 'DegGreedy_private_V2', 'trial_id': '8'}
Launching => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.9', 'from_cache': 'mont.json', 'agent': 'DegGreedy_private_V2', 'trial_id': '0'}
Finished => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.8', 'from_cache': 'mont.json', 'agent': 'Degree_V2_noisy', 'trial_id': '4'}
Finished => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.6', 'from_cache': 'mont.json', 'agent': 'DegGreedy_private_V2', 'trial_id': '9'}
Launching => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.9', 'from_cache': 'mont.json', 'agent': 'DegGreedy_private_V2', 'trial_id': '1'}
Finished => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.8', 'from_cache': 'mont.json', 'agent': 'Degree_V2_noisy', 'trial_id': '0'}
Launching => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.9', 'from_cache': 'mont.json', 'agent': 'DegGreedy_private_V2', 'trial_id': '2'}
Launching => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.9', 'from_cache': 'mont.json', 'agent': 'DegGreedy_private_V2', 'trial_id': '3'}
Finished => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.8', 'from_cache': 'mont.json', 'agent': 'Degree_V2_noisy', 'trial_id': '7'}
Launching => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.9', 'from_cache': 'mont.json', 'agent': 'DegGreedy_private_V2', 'trial_id': '4'}
Finished => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.8', 'from_cache': 'mont.json', 'agent': 'Degree_V2_noisy', 'trial_id': '3'}
Launching => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.9', 'from_cache': 'mont.json', 'agent': 'DegGreedy_private_V2', 'trial_id': '5'}
Finished => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.8', 'from_cache': 'mont.json', 'agent': 'Degree_V2_noisy', 'trial_id': '6'}
Launching => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.9', 'from_cache': 'mont.json', 'agent': 'DegGreedy_private_V2', 'trial_id': '6'}
Finished => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.8', 'from_cache': 'mont.json', 'agent': 'Degree_V2_noisy', 'trial_id': '2'}
Launching => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.9', 'from_cache': 'mont.json', 'agent': 'DegGreedy_private_V2', 'trial_id': '7'}
Finished => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.8', 'from_cache': 'mont.json', 'agent': 'Degree_V2_noisy', 'trial_id': '9'}
Finished => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.8', 'from_cache': 'mont.json', 'agent': 'Degree_V2_noisy', 'trial_id': '8'}
Launching => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.9', 'from_cache': 'mont.json', 'agent': 'DegGreedy_private_V2', 'trial_id': '8'}
Launching => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.9', 'from_cache': 'mont.json', 'agent': 'DegGreedy_private_V2', 'trial_id': '9'}
Finished => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.7', 'from_cache': 'mont.json', 'agent': 'DegGreedy_private_V2', 'trial_id': '2'}
Launching => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '1.0', 'from_cache': 'mont.json', 'agent': 'Degree_V2_noisy', 'trial_id': '0'}
Finished => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.7', 'from_cache': 'mont.json', 'agent': 'DegGreedy_private_V2', 'trial_id': '4'}
Launching => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '1.0', 'from_cache': 'mont.json', 'agent': 'Degree_V2_noisy', 'trial_id': '1'}
Finished => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.7', 'from_cache': 'mont.json', 'agent': 'DegGreedy_private_V2', 'trial_id': '1'}
Launching => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '1.0', 'from_cache': 'mont.json', 'agent': 'Degree_V2_noisy', 'trial_id': '2'}
Finished => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.7', 'from_cache': 'mont.json', 'agent': 'DegGreedy_private_V2', 'trial_id': '5'}
Launching => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '1.0', 'from_cache': 'mont.json', 'agent': 'Degree_V2_noisy', 'trial_id': '3'}
Finished => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.7', 'from_cache': 'mont.json', 'agent': 'DegGreedy_private_V2', 'trial_id': '0'}
Launching => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '1.0', 'from_cache': 'mont.json', 'agent': 'Degree_V2_noisy', 'trial_id': '4'}
Finished => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.7', 'from_cache': 'mont.json', 'agent': 'DegGreedy_private_V2', 'trial_id': '3'}
Launching => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '1.0', 'from_cache': 'mont.json', 'agent': 'Degree_V2_noisy', 'trial_id': '5'}
Finished => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.7', 'from_cache': 'mont.json', 'agent': 'DegGreedy_private_V2', 'trial_id': '6'}
Launching => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '1.0', 'from_cache': 'mont.json', 'agent': 'Degree_V2_noisy', 'trial_id': '6'}
Finished => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.7', 'from_cache': 'mont.json', 'agent': 'DegGreedy_private_V2', 'trial_id': '7'}
Launching => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '1.0', 'from_cache': 'mont.json', 'agent': 'Degree_V2_noisy', 'trial_id': '7'}
Finished => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.7', 'from_cache': 'mont.json', 'agent': 'DegGreedy_private_V2', 'trial_id': '8'}
Launching => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '1.0', 'from_cache': 'mont.json', 'agent': 'Degree_V2_noisy', 'trial_id': '8'}
Finished => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.7', 'from_cache': 'mont.json', 'agent': 'DegGreedy_private_V2', 'trial_id': '9'}
Launching => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '1.0', 'from_cache': 'mont.json', 'agent': 'Degree_V2_noisy', 'trial_id': '9'}
Finished => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.9', 'from_cache': 'mont.json', 'agent': 'Degree_V2_noisy', 'trial_id': '0'}
Launching => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '1.0', 'from_cache': 'mont.json', 'agent': 'DegGreedy_private_V2', 'trial_id': '0'}
Finished => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.9', 'from_cache': 'mont.json', 'agent': 'Degree_V2_noisy', 'trial_id': '1'}
Launching => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '1.0', 'from_cache': 'mont.json', 'agent': 'DegGreedy_private_V2', 'trial_id': '1'}
Finished => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.9', 'from_cache': 'mont.json', 'agent': 'Degree_V2_noisy', 'trial_id': '2'}
Launching => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '1.0', 'from_cache': 'mont.json', 'agent': 'DegGreedy_private_V2', 'trial_id': '2'}
Finished => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '0.9', 'from_cache': 'mont.json', 'agent': 'Degree_V2_noisy', 'trial_id': '9'}
Launching => {'G': 'montgomery', 'budget': '1500', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '0.3608833011792184', 'compliance_known': 'True', 'snitch_rate': '1', 'epsilon': '1.0', 'from_cache': 'mont.json', 'agent': 'DegGreedy_private_V2', 'trial_id': '3'}
